Hugo_Symbol	Entrez_Gene_Id	GTEX-WYVS-1726-SM-3NMAY	GTEX-ZPIC-1126-SM-5BC7F	GTEX-ZC5H-2626-SM-5J2MG	GTEX-W5X1-2326-SM-3GIL6	GTEX-S341-1526-SM-4AD6K	GTEX-T6MO-0326-SM-32QOK	GTEX-Y5LM-1726-SM-4VDSX	GTEX-ZV6S-1826-SM-5NQ8D	GTEX-SE5C-2126-SM-4BRUJ	GTEX-S4UY-0726-SM-4AD6X	GTEX-12WSK-2226-SM-5GCO5	GTEX-ZYWO-2326-SM-5GZY4	GTEX-TMMY-0726-SM-33HBE	GTEX-14AS3-1626-SM-5S2OY	GTEX-YB5K-1626-SM-5IFIN	GTEX-145ME-1526-SM-5Q5F2	GTEX-WI4N-1426-SM-3LK7H	GTEX-XV7Q-2326-SM-4BRVZ	GTEX-TML8-1226-SM-32QON
KPNA3	3839	295.11	660.68	281.09	1167.14	376.41	575.03	575.03	583.07	616.37	429.54	525.39	429.54	559.28	384.34	559.28	713.11	444.72	718.08	612.11
GJD4	219770	0.59	0	0	0	0	0.62	1.11	0.61	0	0	1.43	0.89	0	0	0.69	0	0	0	1.17
MT4	84560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA3	1136	2.51	0.58	4.5	5.59	19.53	3.11	3.38	3.53	4.74	17.13	3.53	1.3	1.68	2.18	0.6	0.15	1.79	7.34	1.75
CHD9	80205	612.11	651.58	395.18	483.38	665.29	733.19	403.5	603.67	339.14	493.56	426.57	204.07	764.36	205.5	493.56	267.73	500.46	220.32	518.15
RP1-102H19.8	0	33.78	5.82	7.06	26.1	25.91	10.47	18.03	13.42	2.29	11.38	7.4	8.38	20.86	12.27	6.73	31.22	12.93	12.83	13.42
CST7	8530	265.87	24.81	511	103.69	105.15	97.36	91.41	32.59	37.32	96.01	22.59	31.22	156.59	363.56	31	46.5	136.19	178.77	358.54
MRPL32	64983	941.27	1250.98	988.12	1605.83	872.1	1250.98	1369.04	1519.15	1127.35	1225.22	1259.69	1340.84	1119.56	2451.44	1896.65	2271.4	860.08	1331.57	1183.45
ARHGAP28	79822	223.41	78.34	123.5	497	175.07	34.02	14.03	60.82	38.67	111.21	134.3	159.9	66.18	37.85	199.85	48.87	94.01	148.09	170.25
RPGRIP1	57096	62.12	17.64	24.63	6.62	33.3	23.59	16.03	3.03	5.15	30.56	3.03	15.8	22.75	15.45	11.73	2.84	8.38	8.85	21.94
SPACA1	81833	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB12	54788	860.08	638.15	669.92	409.15	1023	764.36	1119.56	988.12	587.13	890.44	848.22	738.29	785.88	1015.93	620.67	848.22	813.63	579.04	555.41
MTA3	57504	1359.57	693.58	1051.79	1286.18	1175.27	543.96	753.83	454.09	403.5	693.58	633.73	718.08	802.41	780.44	718.08	616.37	688.78	500.46	902.89
CLUH	23277	902.89	1208.34	866.07	339.14	684.02	1304.15	414.87	665.29	1127.35	1551.09	406.31	1331.57	665.29	583.07	1427.22	532.74	836.53	1225.22	629.35
RP11-831H9.11	0	0	0	0	0	16.27	0	0	17.25	0	0	0	0	0	0	17.9	0	0	0	0
KNG1	3827	0.31	0	0.99	0	1.08	0	0	0	0	0.73	1.6	0.14	0	0	0	0.16	0	0	0.33
KIAA0556	23247	320.8	133.36	232.94	98.73	397.93	232.94	151.22	158.79	223.41	264.03	148.09	297.17	283.05	96.68	86.43	87.65	190.34	128.79	195.72
NUBP2	10101	540.19	713.11	915.51	248	1143.1	718.08	1674.06	698.41	1225.22	1081.39	656.11	1437.15	507.46	3212.66	915.51	624.99	551.56	1127.35	563.18
DKFZP779J2370	0	40.93	29.7	36.79	83.45	37.05	46.5	62.56	14.89	20.71	56.68	0	76.71	27.84	55.89	5.5	21.32	18.84	16.27	101.54
KRT77	374454	0.22	4.1	0	0	0	0	1.39	0	5.11	0.95	269.6	1.46	0.64	0	0.33	0	1.31	0.62	0.25
LHX8	431707	0	7.82	0	78.34	5.15	0	0	0	0	0	0	29.48	0	0	0	0	0	0	0
NPIPB8	100507607	5.45	2.97	4.78	6.57	14.89	0	11.73	4.39	6.21	9.56	1.89	0.62	10.08	4.13	0	3.99	6.52	2.84	10.63
TNFRSF10A	8797	182.55	57.49	289.02	181.28	140.04	132.44	101.54	85.82	111.99	84.63	82.29	75.11	133.36	103.69	23.93	81.71	226.54	111.21	334.46
TMEM179	388021	1.3	0	1.38	20.26	0	8.38	0.27	5.15	3.69	0	7.11	0.31	0	7.17	68.07	2.2	0	0	6.26
YJEFN3	374887	22.59	27.84	85.82	46.84	26.47	24.46	65.72	24.81	29.06	33.06	13.72	52.45	26.86	34.51	32.36	9.63	17.13	21.78	115.97
TBC1D24	57465	343.89	255	346.29	120.94	368.65	435.55	232.94	123.5	244.57	255	98.73	117.6	239.52	183.82	371.22	167.9	159.9	155.5	258.57
ZNF286B	729288	63.45	16.51	131.51	51.71	47.17	32.13	32.13	21.01	16.03	42.41	12.83	31.9	43.94	13.42	16.88	11.3	130.6	30.56	18.56
GMPR2	51292	2287.2	1674.06	2627.46	3124.78	1508.65	2240.11	1628.26	1617	1498.22	1617	1529.73	1529.73	1605.83	3794.3	1540.37	1991	1709.26	1594.73	3515.68
C17orf85	55421	872.1	525.39	743.43	769.69	703.28	571.05	379.04	412	323.03	612.11	400.71	571.05	633.73	186.4	339.14	397.93	387.02	470.14	915.51
MAK16	84549	287.01	202.66	223.41	417.77	239.52	228.13	563.18	234.57	287.01	339.14	125.24	170.25	325.29	229.72	165.57	149.12	147.06	351.14	387.02
NDUFS6	4726	463.65	1883.54	633.73	277.2	890.44	595.34	947.83	1350.18	1709.26	947.83	791.35	1519.15	285.03	3325.99	2032.85	878.17	878.17	1378.57	429.54
SCN1B	6324	224.97	339.14	80.57	470.14	301.33	98.73	249.73	176.29	129.69	137.14	825	309.83	115.97	255	65.72	206.94	444.72	518.15	237.86
EMB	133418	642.59	412	248	348.71	279.14	435.55	406.31	547.75	223.41	246.28	66.65	144.01	1051.79	123.5	82.87	143.01	441.64	118.43	651.58
KIAA0930	23313	1191.69	921.88	909.17	848.22	1295.13	642.59	543.96	884.29	1015.93	638.15	1277.29	753.83	764.36	884.29	493.56	395.18	808	1104.13	1066.48
KLK4	9622	4.31	1.71	14.89	77.79	299.25	0	27.64	2.18	0.13	40.07	6.11	56.28	110.43	38.12	9.34	0	20.11	131.51	3
CHRNA6	8973	1.3	0	1.35	0	0	0	1.28	0	0	55.89	0	3.06	0	0	0	0	35.25	0	0
TCTN3	26123	1143.1	947.83	1313.23	1721.16	921.88	629.35	1216.75	518.15	1127.35	728.11	733.19	842.36	1001.93	1191.69	656.11	314.17	802.41	769.69	1135.2
APOD	347	19618.49	37121.34	17197.56	16496.96	20170.07	53973.86	123144.13	23820.89	40062.48	42054.3	66912.05	15934.98	82951.62	313910.86	16269.83	5147.73	64186.29	3716.2	40904.3
TMEM258	746	3716.2	3303	4038.61	3639.7	2720.15	2224.63	4575.41	2400.97	2956.17	2537.92	3257.52	4123.49	2271.4	12589.08	2537.92	1977.24	3372.43	2720.15	2591.27
MAGEB6	158809	0	0	0	0	3.76	0	0	0	0	1.73	0	0	0	0	0	0	0	0	0
LSM4	25804	1059.11	2075.59	1733.13	665.29	1697.45	995	1551.09	1909.85	2400.97	1397.83	819.3	1498.22	476.71	4639.29	1594.73	1088.92	1159.07	2573.36	1096.5
C7orf41	0	753.83	4869.99	796.86	1857.6	961.07	2976.74	866.07	3639.7	2319.15	2997.45	1991	1242.34	1447.15	1397.83	2627.46	4543.8	1051.79	3235.01	3349.13
ETFB	2109	1286.18	9215.48	1407.55	836.53	954.43	4769.75	2178.83	6381.92	4481.23	5255.91	1936.53	4836.35	1030.12	3168.41	11909.94	7433.4	2240.11	7642.41	2178.83
ATP1B4	23439	0.33	0	0.35	0	0	0	0.33	0	0	0	1.39	0	0	0	0.39	0.37	0	0	0
LRRC47	57470	902.89	921.88	813.63	1233.75	1208.34	1030.12	591.22	896.64	928.3	1199.98	842.36	1023	947.83	974.5	974.5	1008.9	559.28	934.76	1259.69
GPR139	124274	0	0	0	0	0	0	0	0	0	0	0	0	0	142.01	0	0	0	0	7.51
TRAPPC6A	79090	1233.75	796.86	1397.83	473.41	1066.48	571.05	1286.18	323.03	684.02	713.11	819.3	612.11	444.72	2240.11	624.99	387.02	698.41	536.45	733.19
RPL11	6135	79572.48	71714.63	102125.66	115696.65	72213.45	85876.94	107948.72	57847.82	76330.98	113315.62	93325.55	110216.97	114897.47	391864.76	65082.31	43236.64	63302.6	43537.38	70727.3
ARL8B	55207	1417.35	1639.59	1143.1	2591.27	1923.14	1159.07	2004.85	1208.34	1191.69	1073.91	1674.06	1127.35	1794.29	1151.06	1250.98	1359.57	1437.15	1030.12	1685.71
FAM166B	730112	20.26	733.19	29.48	21.78	72.01	343.89	31.67	66.65	371.22	92.05	27.84	356.05	41.22	57.08	1529.73	177.53	52.45	17.9	55.89
ZNF219	51222	543.96	915.51	612.11	45.21	703.28	708.18	547.75	1350.18	753.83	620.67	371.22	587.13	543.96	688.78	1225.22	497	529.06	1037.29	206.94
AC074091.13	0	1	0	0.61	0	0.18	0.21	0.18	0.2	1.1	0	13.72	0	1.95	0	0	0	0.64	0.19	0.21
DNAJC6	9829	26.47	29.27	13.32	181.28	10.55	36.27	26.1	37.59	13.72	9.78	28.45	59.97	63.45	19.25	9.06	10.63	35	85.82	49.21
TBX20	57057	3.17	0	0	0	59.97	0	0	0	0	3.69	0	0	3.23	0	0	0	0	0	0
DDX60L	91351	325.29	150.17	127	825	473.41	131.51	144.01	186.4	92.7	212.78	193.01	148.09	373.81	115.97	81.71	205.5	82.87	209.84	432.53
MESDC2	23184	656.11	555.41	961.07	703.28	543.96	348.71	624.99	356.05	518.15	414.87	366.09	432.53	563.18	397.93	444.72	295.11	476.71	339.14	490.14
L2HGDH	79944	79.45	181.28	100.83	75.64	43.94	158.79	55.49	43.63	86.43	96.68	53.95	85.82	84.04	32.36	285.03	172.65	55.49	56.68	73.54
IFNGR1	3459	1605.83	5872.48	2335.28	2816.11	1977.24	3982.99	3491.39	2935.74	3235.01	3124.78	4972.34	3443.31	6381.92	2004.85	4358.66	9945.68	3257.52	2739.08	2451.44
LRRC16B	90668	26.67	1.89	17.13	4.28	10.71	5.77	11.47	1.41	4.31	7.06	2.27	2.14	11.64	12.09	2.18	2.2	10.47	2.46	15.34
ZP2	7783	6.84	3.59	3.23	8.25	3.08	0	0	0	1.68	0	16.63	0	0	0	5.87	0	0	0	4.21
VWA3A	146177	0.74	3.89	3.23	12.83	2.53	0.56	10.88	0.82	0	5.96	0.67	0.39	1.08	0	2.86	6.11	2.36	2.66	10.63
SLC2A5	6518	49.56	320.8	64.34	76.17	32.59	39.5	128.79	75.64	521.76	14.78	25.72	1225.22	17.64	40.64	612.11	66.18	486.75	152.28	33.54
UFD1L	7353	647.07	1733.13	775.05	1551.09	1437.15	981.29	1769.57	2104.58	2303.12	1191.69	1529.73	1709.26	1277.29	2520.38	1340.84	1437.15	1127.35	1870.53	836.53
DRD5	1816	0.48	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24
PTCD3	55037	1378.57	1088.92	961.07	1628.26	842.36	934.76	532.74	642.59	638.15	872.1	532.74	563.18	896.64	336.79	733.19	555.41	656.11	743.43	1151.06
SCRG1	11341	22.75	7.4	8.78	68.55	329.84	7.11	6.46	0.17	3.41	2.61	52.82	3.69	7.88	38.67	20.71	2.1	6.62	0.74	14.03
KIF22	3835	1044.52	529.06	836.53	642.59	796.86	525.39	878.17	327.56	583.07	890.44	423.61	463.65	616.37	981.29	450.94	267.73	414.87	277.2	866.07
GPR182	11318	4.43	4.86	18.97	24.81	10.63	3.53	10.79	2.29	3.2	4.39	18.43	2.92	1.07	26.47	0	2.16	18.03	10.08	11.04
ZSCAN5B	342933	0	0	0.96	0.64	0	0	0.61	0.64	2.97	1.03	0	1.28	0.3	0	0.72	0	0.66	0	0
GMFB	2764	796.86	941.27	356.05	1268.46	511	642.59	684.02	518.15	511	511	392.44	507.46	679.29	236.21	500.46	1167.14	423.61	633.73	633.73
PEX5	5830	595.34	1183.45	674.59	547.75	587.13	1322.37	595.34	1477.58	928.3	967.76	633.73	954.43	616.37	723.08	1388.16	1081.39	769.69	866.07	1001.93
LRMP	4033	186.4	190.34	63	384.34	115.97	135.24	87.65	142.01	218.79	94.67	89.51	155.5	189.02	54.72	162.14	1183.45	154.42	148.09	567.1
ARMC6	93436	356.05	293.07	376.41	167.9	470.14	368.65	473.41	323.03	674.59	332.14	291.04	567.1	287.01	785.88	305.55	269.6	224.97	441.64	323.03
AC020907.1	0	13.32	0.48	49.91	14.14	26.86	3.92	14.56	0	32.59	22.1	6.62	1.95	7	45.21	2.89	0	27.25	2.73	1.99
LTA	4049	19.25	1.22	14.67	15.91	1.55	10.16	17.13	2.58	2.32	11.91	2.58	6.41	1.28	21.63	2.76	0.4	5.45	0.27	63.89
ZNF473	25888	234.57	100.83	208.38	211.31	116.78	134.3	177.53	73.54	113.56	154.42	114.36	117.6	144.01	55.89	61.68	59.97	94.67	124.37	208.38
PLA2G2A	5320	4.1	1883.54	72.01	88.88	90.14	403.5	406.31	9876.98	1963.57	2351.53	2148.82	5183.54	361.04	384.34	1388.16	3303	4704.07	14163.58	813.63
SMAP1	60682	318.57	718.08	400.71	733.19	397.93	543.96	688.78	665.29	483.38	409.15	961.07	529.06	551.56	371.22	660.68	693.58	780.44	638.15	466.88
RP11-934B9.3	0	0.91	0.31	2.89	3.69	2.73	1.04	0	5.36	0	1.45	4.7	0.03	0.39	2.36	3.35	1.04	8.13	3.76	2.43
AP000350.10	0	8.25	0	0	0	0	0	12.36	0	0	0	0	0	0	0	0	0	0	0	0
PPP4R1L	0	406.31	85.22	366.09	318.57	122.64	128.79	71.5	58.71	35.76	73.54	142.01	67.59	136.19	68.55	35	118.43	164.42	48.87	110.43
CASP2	835	500.46	301.33	559.28	607.87	587.13	447.82	334.46	256.78	334.46	447.82	232.94	248	616.37	166.73	267.73	202.66	312	267.73	514.56
ISOC1	51015	684.02	1832.01	1096.5	486.75	583.07	1806.78	525.39	435.55	1950	738.29	162.14	1199.98	551.56	2502.97	3639.7	1127.35	543.96	1437.15	1896.65
TRPM8	79054	7.88	3.2	3.53	0	29.06	1.62	13.03	0	6.89	15.91	0	1.58	1.55	0.46	0	1.68	19.39	0.45	0
KMT2E	55904	1088.92	579.04	1259.69	1191.69	981.29	775.05	473.41	486.75	320.8	616.37	836.53	420.68	995	329.84	406.31	358.54	1088.92	500.46	1081.39
UCN	7349	22.43	5.63	15.91	0.79	74.06	10.08	45.21	9.93	8.45	14.14	2.01	19.25	20.11	7.17	8.32	0.89	13.32	19.97	17.38
VPS52	6293	1135.2	796.86	1088.92	1030.12	1388.16	896.64	902.89	688.78	733.19	1175.27	633.73	688.78	1051.79	669.92	830.75	769.69	848.22	796.86	1066.48
TTC39A	22996	974.5	155.5	802.41	165.57	2255.7	251.48	780.44	73.54	536.45	860.08	83.45	1268.46	532.74	2335.28	1135.2	327.56	171.45	125.24	571.05
ABHD14A	25864	339.14	1059.11	395.18	255	660.68	426.57	269.6	514.56	769.69	463.65	277.2	718.08	211.31	896.64	1030.12	563.18	312	728.11	563.18
FXYD2	486	50.63	5.96	115.16	83.45	106.63	18.7	27.64	25.17	67.59	1.35	39.5	1.23	6.21	79.45	6.62	6.41	68.07	12.64	92.7
IMPG2	50939	3.35	1.66	1.71	3.79	2.07	1	0.92	2.2	2.58	1.07	0.73	0.73	3.17	0.03	2.29	1.83	0.77	0.46	2.25
MBOAT1	154141	1159.07	212.78	493.56	587.13	909.17	486.75	297.17	170.25	217.27	507.46	273.37	291.04	525.39	255	145.02	64.34	283.05	121.79	674.59
ZNF841	284371	241.19	92.05	182.55	260.38	249.73	115.16	126.12	48.18	72.52	140.04	78.89	62.56	137.14	38.4	49.56	81.71	166.73	94.01	299.25
MTERFD2	130916	1628.26	759.08	1304.15	1159.07	842.36	1127.35	540.19	583.07	656.11	748.61	476.71	624.99	802.41	947.83	896.64	836.53	688.78	583.07	866.07
RPL10A	4736	56657.31	46986.85	81244.48	63742.91	49322.93	63302.6	84694.64	36106.23	50011.46	54727.32	51417.5	58250.19	65990.84	184082.4	33688.23	25354.3	48982.22	26067.14	51417.5
MRPL52	122704	1331.57	1909.85	2417.67	1066.48	1639.59	954.43	2148.82	1540.37	2319.15	1044.52	1268.46	2895.31	684.02	6887.62	2163.77	1295.13	1639.59	2485.67	1111.82
GDNF	2668	0	8.45	0	10.96	2.39	2.12	17.51	0.45	0.67	6.62	3.63	0	44.89	0	1.91	0.07	0.66	0.42	0.48
SNRPA1	6627	921.88	429.54	915.51	974.5	743.43	764.36	928.3	587.13	674.59	748.61	665.29	532.74	866.07	679.29	454.09	476.71	1417.35	547.75	743.43
PINLYP	390940	155.5	148.09	346.29	249.73	78.34	127	260.38	94.67	211.31	154.42	267.73	373.81	271.48	813.63	187.71	16.27	141.02	107.38	228.13
INO80	54617	579.04	307.69	476.71	332.14	551.56	279.14	289.02	256.78	334.46	305.55	214.27	226.54	403.5	178.77	242.88	289.02	237.86	384.34	353.59
KCNQ5	56479	17.51	1.27	275.28	4.5	33.3	10.24	8.32	1.11	0.51	1.22	8.78	1.85	4.31	12.74	0.56	1.97	5.63	0.46	5.54
FAM160B2	64760	961.07	363.56	1183.45	438.59	1277.29	1167.14	389.72	514.56	1059.11	1844.76	334.46	674.59	909.17	420.68	571.05	928.3	1159.07	1051.79	915.51
CHMP4A	29082	1583.71	5112.16	2018.8	1991	1407.55	1417.35	2645.74	3639.7	1605.83	2104.58	3060.45	2119.22	1457.23	5403.7	2758.13	4066.71	1540.37	1685.71	2796.65
FBXO10	26267	146.03	88.88	72.01	59.13	87.03	79.45	88.26	76.17	105.15	135.24	28.86	61.68	92.7	45.53	105.15	43.63	72.01	112.77	81.14
KCNMB3	27094	161.02	67.59	77.25	161.02	205.5	67.12	224.97	217.27	88.88	109.66	98.73	144.01	265.87	55.89	106.63	212.78	98.73	64.34	77.25
AHI1	54806	543.96	90.14	208.38	454.09	575.03	218.79	536.45	149.12	153.34	251.48	217.27	209.84	466.88	101.54	249.73	166.73	297.17	190.34	258.57
KIF4A	24137	10.71	3.72	12.36	1.6	6.21	6.62	4.24	17.51	50.27	10.71	17.51	6.52	17.13	5.5	12.83	8.06	7.88	14.45	23.42
FAM173A	65990	135.24	346.29	420.68	32.13	435.55	190.34	457.25	275.28	497	316.37	118.43	775.05	199.85	1427.22	297.17	132.44	314.17	480.04	63.89
SLC24A5	283652	31	8.65	6.31	5.5	14.78	22.92	7.11	6.26	2.03	18.16	2.41	4.28	7.63	1.22	4.78	9.13	6.26	6.06	10
CYLD	1540	642.59	371.22	480.04	902.89	473.41	343.89	320.8	323.03	151.22	486.75	669.92	249.73	674.59	167.9	234.57	376.41	551.56	262.2	521.76
TTC5	91875	353.59	285.03	307.69	429.54	307.69	131.51	193.01	133.36	178.77	146.03	180.02	209.84	165.57	316.37	142.01	165.57	122.64	185.11	289.02
DBR1	51163	343.89	314.17	316.37	480.04	309.83	231.32	226.54	198.47	221.86	299.25	180.02	232.94	318.57	197.09	220.32	173.85	90.14	178.77	323.03
COX6B1	1340	3928.15	10154.69	4869.99	5711.87	4512.4	7280.4	7382.04	8479.89	8538.88	6516.03	7642.41	12764.83	4607.24	18431.96	14065.74	7911.95	5219.6	10014.87	5751.61
A1CF	29974	0.26	0	0.68	0	1.79	0.88	0.26	0.27	0	0	0	0.27	0	0.27	0.29	0.27	0	0	0
AVEN	57099	194.36	271.48	171.45	223.41	190.34	249.73	368.65	457.25	297.17	212.78	314.17	256.78	209.84	312	325.29	406.31	217.27	229.72	155.5
CD3EAP	10849	148.09	64.8	140.04	37.05	176.29	60.39	82.29	65.72	145.02	76.17	21.47	58.3	80.01	58.3	54.33	24.81	34.26	122.64	110.43
LPPR4	0	29.06	27.25	47.5	164.42	22.75	15.11	40.07	76.71	30.34	33.54	26.86	71.5	21.94	20.86	26.1	30.12	58.3	105.89	97.36
GNRH2	2797	6.67	0.45	6.62	1.36	3.5	0	13.03	0.54	0	3	2.29	0.71	3.32	6.52	0.48	2.12	0	0.52	14.24
DUPD1	338599	1.53	1.73	0	0	0	0	0	0	0	2.2	0	3.96	0	3.53	0	0	0	1.77	0
UROS	7390	669.92	1216.75	547.75	693.58	764.36	669.92	1073.91	1023	1216.75	819.3	629.35	1135.2	529.06	802.41	1487.87	830.75	620.67	1208.34	679.29
IFNA14	3448	0	0	0	0	0	0	0	0	0	1.77	0	0	0	0	0	0	0	0	0
CCDC67	159989	17	1.51	5.73	2.05	3.96	3.5	3.29	0	3.59	0	2.73	2.73	0	5.77	3.11	0	0	0	0
IGF1R	3480	890.44	187.71	575.03	1088.92	802.41	514.56	500.46	199.85	246.28	665.29	713.11	309.83	890.44	141.02	64.34	49.21	429.54	88.26	775.05
FCHSD2	9873	368.65	454.09	363.56	1030.12	361.04	368.65	156.59	633.73	277.2	420.68	540.19	441.64	633.73	204.07	332.14	802.41	536.45	693.58	656.11
TM4SF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEMIN5	25929	351.14	281.09	287.01	346.29	229.72	303.44	198.47	400.71	202.66	305.55	1151.06	246.28	318.57	208.38	217.27	318.57	178.77	253.23	299.25
CNBD1	168975	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0
FLJ00104	0	43.94	31.22	78.34	27.25	57.89	38.95	37.32	16.51	31	42.11	12.45	26.67	33.06	10.31	15.22	28.04	27.84	31.22	47.17
PTGS2	5743	1529.73	34.26	165.57	295.11	29.48	28.65	87.03	26.28	16.03	35.25	108.14	150.17	202.66	52.45	31	31.9	1268.46	80.57	140.04
UVSSA	57654	138.1	64.34	131.51	85.22	105.89	54.33	33.54	56.28	64.8	242.88	52.08	100.13	66.18	18.84	75.64	25.91	159.9	44.25	63.45
AC010642.1	0	9.2	2.86	5.77	5.06	6.16	4.86	2.63	7.88	2.92	6.01	3.99	4.78	6.16	1.6	2.71	7.28	4.66	2.2	7.22
ACAD9	28976	896.64	1242.34	967.76	587.13	825	872.1	769.69	656.11	1183.45	1059.11	423.61	830.75	629.35	638.15	928.3	878.17	540.19	954.43	748.61
FARSA	2193	656.11	743.43	1127.35	343.89	830.75	866.07	1457.23	679.29	1143.1	529.06	490.14	1127.35	529.06	1143.1	1023	460.44	723.08	1191.69	447.82
PYGM	5837	56.68	108.9	57.08	194.36	52.08	223.41	43.94	48.52	43.02	109.66	156.59	154.42	39.79	50.63	316.37	579.04	92.05	65.26	147.06
TMEM87B	84910	591.22	353.59	595.34	854.13	591.22	379.04	341.51	309.83	381.68	353.59	209.84	206.94	507.46	295.11	163.28	186.4	463.65	287.01	607.87
FSTL5	56884	1.13	0.47	0.39	0	0	1.22	0	0	0	1.31	0	3.35	0	0	0	0.43	0.41	0	0.4
LIMS2	55679	389.72	1008.9	567.1	1417.35	1119.56	1066.48	1304.15	1806.78	1427.22	1388.16	4095	866.07	567.1	403.5	1963.57	1832.01	1397.83	1674.06	1991
SMC4	10051	698.41	555.41	389.72	934.76	607.87	511	246.28	221.86	320.8	473.41	363.56	361.04	620.67	133.36	237.86	529.06	128.79	154.42	808
ACSF2	80221	2004.85	2104.58	1487.87	285.03	1561.89	2209.26	1111.82	1159.07	1561.89	830.75	172.65	679.29	1340.84	902.89	842.36	406.31	1127.35	1250.98	1295.13
GPRC5A	9052	532.74	190.34	307.69	429.54	941.27	122.64	256.78	483.38	148.09	293.07	466.88	201.25	669.92	131.51	98.04	13.83	954.43	191.67	269.6
ARV1	64801	743.43	902.89	629.35	1044.52	511	536.45	934.76	392.44	954.43	511	409.15	559.28	414.87	785.88	708.18	438.59	323.03	591.22	642.59
SLC9B1	150159	53.19	16.39	16.88	63.89	14.67	33.78	13.93	15	12.64	11.21	7.46	12.09	7.28	13.03	17	16.63	22.26	32.59	28.24
TRIM25	7706	532.74	555.41	423.61	830.75	775.05	525.39	193.01	599.49	381.68	647.07	981.29	356.05	525.39	115.97	336.79	438.59	447.82	583.07	819.3
TRIM32	22954	392.44	169.07	466.88	387.02	253.23	267.73	138.1	121.79	121.79	232.94	269.6	204.07	248	153.34	253.23	228.13	148.09	242.88	232.94
RBM18	92400	679.29	500.46	591.22	764.36	457.25	866.07	514.56	343.89	366.09	397.93	693.58	480.04	540.19	480.04	423.61	339.14	387.02	384.34	429.54
CXorf40A	91966	460.44	301.33	343.89	318.57	518.15	271.48	480.04	218.79	142.01	253.23	260.38	244.57	329.84	483.38	291.04	323.03	285.03	190.34	503.95
NYX	60506	0	0	0	0	7.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDPD1	284161	182.55	49.21	147.06	159.9	118.43	32.36	66.65	38.67	31	48.18	30.78	34.51	87.65	77.79	61.68	22.26	33.54	27.05	54.72
STRBP	55342	599.49	208.38	532.74	406.31	547.75	429.54	470.14	190.34	400.71	616.37	175.07	309.83	429.54	447.82	291.04	191.67	206.94	220.32	348.71
EFCAB6	64800	125.24	62.56	103.69	70.51	89.51	18.56	48.52	8.19	25.17	87.03	26.86	37.59	48.87	68.07	16.27	16.63	40.64	6.16	69.52
NUP98	4928	1225.22	713.11	1369.04	961.07	1081.39	1111.82	1199.98	669.92	733.19	802.41	753.83	665.29	1467.37	688.78	759.08	647.07	1242.34	1044.52	902.89
GUSB	2990	1191.69	961.07	1583.71	1081.39	1697.45	981.29	1781.89	896.64	679.29	1561.89	1697.45	1286.18	1540.37	1639.59	620.67	567.1	1350.18	884.29	3060.45
PPP1R3E	90673	412	251.48	438.59	320.8	633.73	262.2	435.55	224.97	226.54	373.81	102.97	138.1	228.13	122.64	204.07	236.21	316.37	180.02	703.28
FAM19A1	407738	1.73	4.98	0.91	5.82	1.3	0	1.31	1.35	1.38	0	1.35	2.18	0	12.09	5.11	1.85	0	3.35	0
HEYL	26508	44.89	47.84	44.57	68.07	67.12	73.54	78.89	125.24	88.26	27.64	51.71	88.88	42.71	110.43	54.72	136.19	182.55	48.87	271.48
ZAR1	326340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITPK1	3705	571.05	2555.58	1104.13	769.69	1143.1	2148.82	872.1	3589.58	2758.13	1628.26	1388.16	1896.65	1191.69	1001.93	4038.61	2555.58	1397.83	2351.53	1447.15
MYL10	93408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGF2BP2	10644	59.13	78.89	152.28	22.26	73.54	441.64	68.07	169.07	125.24	113.56	423.61	66.18	102.97	38.95	43.02	234.57	211.31	28.04	41.52
C20orf85	128602	0	0	0	0	14.78	0	0	0	0	19.11	16.51	0	0	0	0	0	0	0	0
ATP8B2	57198	361.04	392.44	307.69	500.46	878.17	353.59	164.42	406.31	366.09	295.11	995	379.04	708.18	70.51	111.99	87.03	420.68	555.41	988.12
LYSMD2	256586	285.03	201.25	303.44	836.53	327.56	255	277.2	262.2	403.5	103.69	224.97	441.64	341.51	2075.59	162.14	141.02	137.14	381.68	872.1
C4orf45	152940	0	2.27	0.87	5.19	2.29	0	0	1.17	1.55	2.53	0	2.39	3.76	0	2.01	0	2.46	1.16	1.19
CASP5	838	6.84	5.68	7.46	12.36	4.5	7.57	1.33	0	4.17	0	0	7.88	0.66	2.89	3.29	4.24	17.51	6.11	1.41
PECR	55825	236.21	1477.58	228.13	323.03	260.38	1127.35	253.23	759.08	954.43	642.59	287.01	1059.11	244.57	473.41	1950	1081.39	329.84	995	769.69
